IBN KHALLIKAN’S BIOGRAPHICAL DICTIONARY.,وفيات الأعيان لابن خلِّكان
"”On learning the death of his uncle Abu al-Tayeb, he departed secretly for Naisapur, in the year three hundred and thirty seven (A. D. nine hundred and forty nine), and, for three days, he sat there in public to receive condolences, during which the shaikh Abu Bakr Ibn Ishak remained seated at his side, as did also all the chiefs of the civil administration, the kadis, and the muftis of the two sects.","فلما نعي إليه عمه أبو الطيب خرج مستخفيا فورد نيسابور سنة سبع وثلاثين وثلثمائة، وجلس لمأتم عمه ثلاثة أيام، وكان الشيخ أبو بكر ابن إسحاق يحضر كل يوم فيقعد معه، وكذلك كل رئيس وقاض ومفت من الفريقين."
"When the ceremony of mourning was terminated, regular assemblies were held to hear him discuss points of law, and there did not remain an adversary or an approver of his opinions, but acknowledged his merit and superiority. The sheikhs visited him repeatedly, to request him that he would bring to their city those whom he had left behind him (his wife and family) at Ispahan, and he at length acceded to their wishes. He then undertook the duties of professor and mufti at Naisapur, and the jurisconsults of the place received lessons from him.","فلما فرغ من العزاء عقدوا له مجلس النظر، ولم يبق موافق ولا مخالف إلا أقربفضله وتقدمه، وحضره المشايخ مرة بعد أخرى يسألونه أن ينقل من خلفهم وراءه بأصبهان، فأجاب إلى ذلك، ودرس وأفتى، وعنه أخذ فقهاء نيسابور."
"The Sahib Ibn Abbad used to say: “We never saw the like of Abu Saied al-Soluki, and he himself never “saw his like.",وكان الصاحب ابن عباد يقول: أبو سهل الصعلوكي لا نرى مثله ولا يرى مثل نفسه.
"Abu al-Walid is being asked concerning the respective merits of Abu Bakr al-Kaffal, and al-Soluki, he replied: “Who could “possibly equal al-Soluki?”",وسئل أبو الوليد عن أبي بكر القفال والصعلوكي فقال: ومن يقدر يكون مثل الصعلوكي.
"This doctor was born A. H. two hundred and ninety six (A. D. nine hundred and eight or nine hundred and nine); he began to learn the Traditions, A. H. three hundred and five; he went to attend Abu Ali al-Thakafi’s lectures on law in three hundred and thirteen.","وكانت ولادته سنة ست وتسعين ومائتين، وسمع الحديث سنة خمس وثلثمائة، وحضر مجلس أبي علي الثقفي للتفقه سنة ثلاث عشرة."
"and he died towards the end of the year three hundred and sixty nine (A. D. nine hundred and eighty) at Naisapur. His body was home on a bier to the hippodrome of al-Husain, and the sultan authorized Abu al-Tayeb, the son of the deceased, to celebrate the funeral service. He was interred in the mosque where he used to teach.","وتوفي في آخر سنة تسع وستين وثلثمائة بنيسابور، وحملت جنازته إلى ميدان الحسين، فقدم السلطان ولده أبا الطيب للصلاة عليه فصلى، ودفن في المسجد الذي كان يدرس فيه، رحمه الله تعالى."
The word Soluki has been already explained., وقد تقدم ذكر ابنه في حرف السين والكلام على الصعلوكي.
ABU AL-TAYEB IBN SALAMA AL-DUBBI.,أبو الطيب ابن سلمة
"Abu al-Tayeb Muhammad Ibn al-Mufaddal Ibn Salama Ibn Asim al-Dubbi, a native of Baghdad, and one of the most eminent doctors of the Shafiite sect, studied jurisprudence under Abu al-Abbas Ibn Suraij.","أبو الطيب محمد بن المفضل بن سلمة بن عاصم الضبي البغدادي الفقيه الشافعي، كان من كبار الفقهاء ومتقدميهم، أخذ الفقه عن أبي العباس ابن شريج،"
"He was noted for his extreme penetration, and this induced Abu al-Abbas to pay him the greatest attention, and take the utmost pains in giving him instruction. Abu al-Tayeb composed a number of works, and he died in the month of Muharram, A. H. three hundred and eight; being cut off in the flower of his age. He possessed some excellent traditional information on points connected with the Shafiite doctrines.","وكان موصوفا بفرط الذكاء، ولهذا كان أبو العباس يقبل عليه كل الإقبال ويميل إلى تعليمه غاية الميل، وصنف كتبا عديدة، وتوفي في المحرم سنة ثمان ثلثمائة، وهو غض الشباب، رحمه الله تعالى، وله في المذهب وجوه حسنة."
"His father, Abu Talib al-Mufaddal Ibn Salama Ibn Asim al-Dubbi, was a philologer, and author of some celebrated works on various branches of literature, and on the rhetorical figures of the Quran.",وأبوه أبو طالب المفضل بن سلمة بن عاصم الضبي اللغوي صاحب التصانيف المشهورة في فنون الأدب ومعاني القرآن.
"He belonged to the school of Kufa and wrote an elegant hand. He met (and received information from) Ibn al-Aarabi and other men eminent for learning, and he composed a book in which he pointed out and corrected the errors committed by al-Khalil Ibn Ahmad in his Kitab al-Ain.","وكان كوفي المذهب مليح الخط، لقي ابن الأعرابي وغيره من العلماء، واستدرك على الخليل في كتاب العين وخطأه، وعمل في ذلك كتابا."
"The following is a list of his works: the Kitab al-Tarikh {book of history), treating of philology; the Kitab al-Fakher; the Kitab al-Oud wa al-Malahi (on the lute and other musical instruments); the Kitab Jalad al-Shubah (obscurities cleared up}; the Kitab al-Taif, the Kitab Diaa al-Kulub (light of hearts), treating of the rhetorical figures of the Quran, and filling more than twenty volumes; the Kitab al-Ishtikak (on etymology); the Kitab al-Zari wa al-Nabat (on seed and plants); on the members of the human body; on the requisites for a katib; on the words ending in a long and in a short elif; a Madkhal, or Introduction to the science of grammar.","وله من التصانيف كتاب البارع في علم اللغة وكتاب الفاخر وكتاب العود والملاهي وكتاب جلاد الشبه وكتاب الطيف وكتاب” ضياء القلوب في معاني القرآن” نيف وعشرون جزءا، وكتاب” الاشتقاق” وكتاب” الزرع والنبات” وكتاب” خلق الإنسان” وكتاب ما يحتاج إليه الكاتب وكتاب المقصور والممدود وكتاب” المدخل إلى علم النحو”."
"Abu Bakr al-Suli transmitted traditional information on his authority, and says that he attended his lessons in the year two hundred and ninety.",وروى عنه أبو بكر الصولي وزعم أنه سمع عنه في سنة تسعين ومائتين.
"Salama Ibn Asim, the grandfather of Abu al-Tayeb, was the pupil of al-Farraa, and the person who transmitted to the world his master’s peculiar system of Quran-raiding. They belonged to a family of which all the members were celebrated for talent.","وجده سلمة بن عاصم صاحب الفراء وروايته، وهم أهل بيت كلهم علماء نبلاء مشاهير، رحمهم الله تعالى."
"Al-Mufaddal was a favorite of the vizir Ismail Ibn Bulbul; being informed that the poet Ibn al-Rumi had composed a satire on him, (he made a complaint to) the vizir, (who) testified his displeasure towards Ibn al-Rumi by refusing him a share in the recompenses which he was accustomed to distribute.","وكان المفضل المذكور متصلا بالوزير إسماعيل بن بلبل فقيل له: إن ابن الرومي الشاعر - المقدم ذكره - قد هجاه، فشق ذلك على الوزير ، وحرم ابن الرومي عطاياه."
The poet then composed the following verses against al-Mufaddal.,فعمل ابن الرومي في المفضل أبياتا وهي:
"Cover yourself with the cloak of al-Kisaie, or dress in the furred garment of al-Farraa. or have al-Khalil for a friend or Sibawaih for an inseparable companion. or become one of Abi al-Aswad’s company and take a surname indicative pf melancholy; yet God will never permit thee to be counted a man of learning, but will let you be reckoned among the dunces.",لو تلففت في كساء الكسائي... وتفريت فروة الفراء\r\nوتخللت بالخليل وأضحى... سيبويه لديك رهن سباء\r\nوتكونت من سواد أبي الأسود... شخصا يكنى أبا السوداء\r\nلأبى الله أن يعدك أهل العلم... إلا من جملة الأغبياء
IBN AL-MUNDIR AL-NAISAPURI.,أبو بكر النيسابوري
"Abu Bakr Muhammad Ibn Ibrahim Ibn al-Mundir al-Naisapuri (native of Naisapur),a jurisconsult of great learning and information, is spoken of in these terms by Abu Ishak in his Tabakat al-Fokahaa classified list of jurisconsults: The questions on which jurisconsults disagree were set forth by him in some works of quite an original cast, and which are indispensable for such persons as wish to defend or attack any of those points.","أبو بكر محمد بن إبراهيم بن المنذر النيسابوري، كان فقيها عالما مطلعا، ذكره الشيخ أبو إسحاق في” طبقات الفقهاء” وقال: صنف في اختلاف العلماء كتبا لم يصنف أحد مثلها، واحتاج إلى كتبه الموافق والمخالف."
"”I do not know from whom he acquired his knowledge of the law. He died at Mecca, A. H. three hundred and nine (A. D. nine hundred and twenty one or nine hundred and twenty two), or three hundred and ten.","ولا أعلم عمن أخذ الفقيه، وتوفي بمكة سنة تسع أو عشر وثلثمائة ، رحمه الله تعالى."
"A well-known book of his, on the points of disagreement between jurisconsults, is that which bears the title of Kitab al-Ishraf (view of the different systems); it is a large work, and proves him to have closely examined the systems of the great jurisconsults (imams). It is an excellent work, most instructive, and of great utility.","ومن كتبه المشهورة في اختلاف العلماء” كتاب الاشراف” وهو كتاب كبير يدل على كثرة وقوفه على مذاهب الأئمة، وهم من أحسن الكتب وأنفعها وأمتعها."
"Besides this, he composed a treatise called the Mabsut (extended),in which also he sets forth the systems of the principal jurisconsults, and indicates the points in which their opinions differ. This work is larger than the Ishraf. He left also a small treatise on the Ijmaa (point of late on which the imams unanimously agree).","وله كتاب” المبسوط” أكبر من” الاشراف ""، وهو في اختلاف العلماء ونقل مذاهبهم أيضا، وله كتاب” الإجماع” وهو صغير."
ABU ZAID AL-MARWAZI.,أبو زيد المروزي
"Abu Zaid Muhammad Ibn Ahmad Ibn Abd Allah Ibn Muhammad al-Marwazi al-Fashani, a doctor of the Shafiite sect, and one of its most eminent imams, was distinguished for his skill in the discussion of doubtful points, his life passed in the practices of devotion, his acquirements as a hafiz of the sects, and the rare information which he possessed on its doctrines.","أبو زيد محمد بن أحمد بن عبد الله بن محمد، المرزوي الفاشاني الفقيه الشافعي، كان من الأئمة الأجلاء، حسن النظر مشهورا بالزهد حافظا للمذهب، وله فيه وجوه غريبة."
"He learned jurisprudence from Abu Ishak al-Marwazi, and taught it to Abu Bakr al-Kaffal al-Marwazi.","أخذ الفقه عن أبي إسحاق المرزوي، وأخذ عنه أبو بكر القفال المرزوي."
"Having proceeded to Baghdad, he taught Traditions there, and had among his pupils the hafiz Abu al-Hasan al-Darakutni and Muhammad Ibn Ahmad Ibn al-Kasim al-Mahamili.","ودخل بغداد وحدث بها، وسمع منه الحافظ أبو الحسن الدارقطني ومحمد بن أحمد بن القاسم المحاملي."
"He then set out for Mecca, and resided in that sanctuary seven years, during which he taught the Traditions contained in al-Bukhari’s Sahih, having himself learned them from Muhammad Ibn Yusuf al-Farabri. The Khatib said of him: Abu Zaid is the most eminent of those who taught this book by oral transmission.","ثم خرج إلى مكة فجاور بها سبع سنين، وحدث هناك بصحيح البخاري عن محمد بن يوسف الفربري، قال الخطيب: وأبو زيد أجل من روى هذا الكتاب."
and Abu Bakr Ibn al-Bazzar related as follows: “The jurisconsult Abu Zaid travelled with me from Naisapur to Mecca; And “I do not think that the recording angels ever wrote down anything against him. By anything he means any sin.,"وقال أبو بكر البزار: عادلت الفقيه أبا زيد من نيسابور إلى مكة فما أعلم أن الملائكة كتبت عليه، يعني خطيئة."
"one camel sufficed to bear us both, and, as we sal in baskets “slung on each side of the animal, l was his counterpoise all the way.",سقط من النسخة
"The jurisconsult Ahmad Ibn Muhammad al-Hatemi said: I heard Ahu Zaid al-Marwazi say: “When at “Mecca, I saw in a dream the Apostle of God, and he seemed to say to Jibril “(the angel Gabriel): ‘O spirit of God! accompany that man to his home.","وقال أحمد بن محمد الحاتمي الفقيه: سمعت أبا زيد المروزي يقول: رأيت رسول الله صلى الله عليه وسلم في المنام وأنا بمكة، وكأنه يقول لجبريل عليه السلام: يا روح الله اصحبه إلى وطنه"
"In the early part of his life, he was poor and bereft of means; so he passed the winter without a cloak, notwithstanding the severity of the cold in that country; and he used to answer, when spoken to on the subject: “I have an “incommodity which prevents me from wearing wadded clothing. ”That incommodity was poverty, and he never was induced to inform any person of his real state.","وكان في أول أمره فقيرا لا يقدر على شيء فكان يعبر الشتاء بلا جبة مع شدة البرد في تلك البلاد، فإذا قيل له في ذلك يقول: بي علة تمنعني من لبس المحشو، يعني به الفقر. وكان لا يشتهي أن يطلع أحدا على باطن حاله."
"Towards the end of his life, fortune became propitious, but, as he was then advanced in age and had lost his teeth, he could neither chew nor enjoy sexual pleasure; he therefore used to address his prosperity in these terms: “May God withhold his blessing from thee! thou hast come when I have neither teeth nor strength.",ثم أقبلت عليه الدنيا في آخر عمره وقد أسن وتساقطت أسنانه فكان لا يتمكن من المضغ وبطلت منه حاسة الجماع فكان يقول مخاطبا للنعمة: لا بارك الله فيك! أقبلت حين لا ناب ولا نصاب.
سقط من النسخة,"وقد أذكرتني هذه الحكاية أبياتا لبعض الفضلاء وقد أثرى وصارت له نعمة وهو في عشر الثمانين، وهي:\r\nما كنت أرجوه إذ كنت ابن عشرينا... ملكته بعد أن جاوزت سبعينا\r\nتطيف بي من بني الأتراك أغزلة... مثل الغصون على كثبان يبرينا\r\nوخرد من بنات الروم رائعة... يحكين بالحسن حور الجنة العينا\r\nيغمزنني بأساريع منعمة... تكاد تنقض من أطرافها لينا\r\nيردن إحياء ميت لا حراك به... فكيف يحيين ميتا صار مدفونا\r\nقالوا أنينك طول الليل يقلقنا... فما الذي تشتكي قلت الثمانينا"
"He died on Thursday, the thirteenth of Rajab, A. H. three hundred and seventy one (January, A. D. nine hundred and eighty two), at Marw. The words Marwazi and Fashani have been already explained.","وتوفي يوم الخميس ثالث عشر رجب سنة إحدى وسبعين وثلثمائة بمرو، رحمه الله تعالى، وقد تقدم الكلام على نسبة المرزوي والفاشاني فلا حاجة إلى الإعادة."
IBN WARKAA AL-UDANI.,أبو بكر الأودني
"Abu Bakr Muhammad Ibn Abd Allah Ibn Muhammad Ibn Nasr Ibn Warkaa al-Udani, a jurisconsult of the sect of al-Shafie, was their chief imam in that age.","أبو بكر محمد بن عبد الله بن محمد بن نصر بن ورقاء الأودني الفقيه الشافعي، إمام أصحاب الشافعي في عصره."
"The Hakim Ibn al-Baii mentions his name in the History of Naisapur, and says: “On his return from the pilgrimage, he resided with us, at Naisapur, for “some time, and surpassed all the other jurisconsults hv his self-mortification “and by his lamentations for having been remiss in God's service.",ذكره الحاكم أبو عبد الله بن البيع النيسابوري في” تاريخ نيسابور” وقال: حج ثم انصرف وأقام بنيسابور عندنا مدة وكان من أزهد الفقهاء وأبكاهم على تقصيره.
"”He died at Bukhara, in the month of the first Rabi, A. H. three hundred and eighty five (April, A. D. nine hundred and ninety five), and was buried at Kalabad.","وتوفي في شهر ربيع الأول سنة خمس وثمانين وثلثمائة ببخارا، ودفن بكلاباذ رحمه الله تعالى."
"Udani means belonging to Udana, a village in the dependencies of Bukhara such are al-Samaani’s; words, but the jurisconsults mispronounce it and say Udi. When I was studying the law, I heard one of my masters pronounce it Audani.","والأودني: بضم الهمزة وسكون الواو وفتح الدال المهملة وبعدها نون، هذه النسبة إلى أودنة، وهي قرية من قرى بخارا، هكذا قاله السمعاني، والفقهاء يحرفونه فيقولون الأودي وسمعت بعض مشايخنا في زمن الاشتغال بالعلم يقول: هو” الأودني” بفتح الهمزة والله أعلم."
سقط من النسخة,"[ثم وجدت في كتاب أبي بكر الحازمي الذي سماه ما اتفق لفظه وافترق مسماه ما يدل على أنه بفتح الهمزة، فإنه جعله مع أردن ونظائره مما أوله بفتح الهمزة، ثم قال: وأما أودن - بعد الهمزة واو ساكنة ثم دال مهملة وآخره نون - فقرية من قرى بخارا، وعادته في هذا الكتاب أنه إذا ذكر مكانا على مثل هذه الصورة ثم ذكر بعده مثله تركه على حاله، وإن اختلف في الحركة ذكر وجه المخالفة، ولم يذكر ها هنا ضمة الهمزة، فدل على أنه مثل الأول]."
This doctor had received By tradition some particular information on points connected with the doctrines of his sect. The author of the Wasit (Abu Hamid al-Ghazzali) frequently mentions his name.,"وله وجوه في المذهب، وذكره صاحب” الوسيط” في مواضع عديدة."
Kalabad is the name of a quarter in the city of Bukhara.,"وكلاباذ: بفتح الكاف وبعد اللام ألف باء موحدة مفتوحة وبعد الألف ذال معجمة، وهي محلة ببخارا."
"“It was from this place that a traditionist of great authority, Abu Nasr Ahmad “Ibn Muhammad Ibn al-Hasan Ibn al-Husain Ibn Ali Ibn Rustum al-Kalabadi, derived his surname. He died on the twenty second of the latter Jumada, “A. H. three hundred and ninety eight (March, A. D. one thousand and eight), and he was born in A. H. four hundred and sixty (A. D. one thousand and sixty seven or one thousand and sixty eight).","وإليها ينسب الحافظ المتقن أبو نصر أحمد بن محمد بن الحسن بن الحسين ابن علي بن رستم الكلاباذي أحد أئمة الحديث وكان ثقة، وتوفي لسبع بقين من جمادى الآخرة سنة ثمان وتسعين وثلثمائة، ومولده سنة ستين وأربعمائة رحمه الله تعالى."
"Such are the words of Abu Saad al-Samaani, but he must be mistaken, since he places al-Kalabadi’s birth subsequently to his death. I have consulted in many quarters, hoping to clear up this error, but could find no indications on the subject; so I let al-Samaani’s words stand as they are."," قلت: هكذا ذكره الحافظ أبو سعيد ابن السمعاني في تاريخ وفاة الكلاباذي ومولده وهو غلط، فإنه أخر تاريخ المولد عن تاريخ الوفاة، وكشفته من جهات عديدة فلم أجد من ذكره، فتركته على حاله، والظاهر أن الأمر بالعكس، والله أعلم."
ABU BAKR AL-FARISI.,أبو بكر الفارسي
"Abu Bakr Muhammad Ibn Ahmad Ibn Ali Ibn Shahawaih, a native of Faris (al-Farisi and a doctor of the Shafiite sect, is spoken of in these terms by the Hakim Abu Abd Allah Ibn al-Baii, in his history of Naisapur: “He resided for some “time at Naisapur and then proceeded to Bukhara, whence he returned to the “former city; he then came back to this country, Fars, and occupied the post “of kadi. He subsequently removed to Naisapur, and taught Traditions in “that city.","أبو بكر محمد بن أحمد بن علي بن شاهويه الفارسي الفقيه الشافعي، ذكره الحاكم أبو عبد الله في” تاريخ نيسابور” وقال: أقام بنيسابور زمانا، ثم خرج إلى بخارا ثم انصرف إلى نيسابور، ورجع إلى بلاد فارس فولي القضاء بها، ثم رجع إلى نيسابور وحدث بها."
"”He died there, A. H. three hundred and sixty two (A. D. nine hundred and seventy two or nine hundred and seventy three).","وتوفي في سنة اثنتين وستين وثلثمائة بنيسابور، رحمه الله تعالى."
"Some points of traditional information, connected with the doctrines of the sect, and received from the very highest authorities, were communicated by him to his disciples; he was the only person in possession of this information, and we have never found it given on the authority of any other person but himself. I do not know from whom he acquired bis knowledge of jurisprudence.","وله في المذهب وجوه بعيدة تفرد بها، ولم نرها منقولة عن غيره، ولم أعلم عمن أخذ الفقه."
"Shahawaih is a Persian name, composed of Shah 'king), and waih 'word. Relative to this last word, al-Jauhari says, in his Sahah: “Sibawaih and other names of a “similar form are composed of a noun and an interjection, coalescing so as to “form a proper name.","وشاهويه: بالشين المعجمة وبعد الألف هاء مفتوحة ثم واو مفتوحة ثم ياء مثناة من تحتها ساكنة، وهو اسم عجمي مركب، فالشاه الملك، وأما ويه فقد قال الجوهري في كتاب” الصحاح "": سيبويه ونحوه من الأسماء اسم بني مع صوت فجعلا اسما واحدا."
"Faris is an extensive region, of which the capital is Shiraz. Its pronunciation is so well known, that it is needless to indicate it.","وأما فارس فإنها كورة عظيمة قصبتها شيراز، وشهرتها تغني عن ضبطها."
ABU ABD ALLAH AL-KUDAI.,القضاعي
"Abu Abd Allah Muhammad Ibn Salama Ibn Jaafar Ibn Ali Ibn Hukmun Ibn Ibrahim Ibn Muhammad Ibn Muslim al-Kudai, a doctor of the Shafiite sect and the author of the Kitab al-Shihab, is spoken of, in the History of Damascus, by the hafiz Ibn Asakir; he mentions there that Abu Abd Allah al-Humaidi transmitted Traditions on his authority, and that he was appointed deputy-kadi of Old Cairo by the Egyptian government, and had been once sent by them on an embassy to the Greek court.","أبو عبد الله محمد بن سلامة بن جعفر بن علي بن حكمون بن إبراهيم بن محمد بن مسلم القضاعي الفقيه الشافعي، صاحب كتاب” الشهاب ""، ذكره الحافظ ابن عساكر في” تاريخ دمشق” وقال: روى عنه أبو عبد الله الحميدي، وتولى القضاء بمصر نيابة من جهة المصريين، وتوجه منهم رسولا إلى جهة الروم."
"He composed a great number of works, such as the Kitab al-Shihab (the flambeau), a treatise on the merits of the imam al-Shafie with an account of his life, the Inbaa an al-Anbiaa history of the prophets), the Twarikh al-Khulafaa (history of the caliphs), and the Khitat Misr {topography of Cairo).","وله عدة تصانيف: منها كتاب الشهاب وكتاب” مناقب الإمام الشافعي رضي الله عنه وأخباره” وكتاب” الإنباء عن الأنبياء” و” تواريخ الخلفاء” وله كتاب” خطط مصر ""."
"The emir Abi Nasr Ibn Makula says, in the Kitab al-Ikmal, that he was conversant with a great variety of sciences.",وذكره الأمير أبو نصر ابن ماكولا في كتاب” الإكمال” وقال: كان مفننا في عدة علوم.
"He died at Old Cairo on the eve of Thursday, the sixteenth of Zu al-Kaada, A. H. four hundred and fifty four, and the funeral service was said over him in the Musalla of al-Najjar, on the afternoon of the following day.","وتوفي بمصر ليلة الخميس السادس عشر من ذي القعدة سنة أربع وخمسين وأربعمائة، وصلي عليه يوم الجمعة بعد العصر في مصلى النجار."
"Al-Samaani mentions, in his article on the Khatib Abu Bakr Ahmad, the author of the History of Baghdad, that the Khatib made the pilgrimage, A. H. four hundred and forty five, the same year as Abu Abd Allah al-Kudai, and that he learned some Traditions from him. We have already spoken of al-Kudai in the life of al-Zahir al-Obaidi, and that he was writer to al-Jarjaraie al Akta' (the mutilated), that prince’s vizir.","وذكر السمعاني في كتاب” الذيل” في ترجمة الخطيب أبي بكر أحمد بن علي ابن ثابت الحافظ صاحب” تاريخ بغداد” أنه حج سنة خمس وأربعين وأربعمائة وحج تلك السنة أبو عبد الله القضاعي المذكور، وسمع الخطيب منه، رحمه الله تعالى. وقد تقدم ذكره في ترجمة الظاهر بن الحاكم العبيدي صاحب مصر، وأنه كان يعلم عن وزيره الأقطع الجرجرائي."
"Kudai means belonging to Kudda, the son of Maadd Ibn Adnan; or, according to some, a descendant of Himyar; the latter opinion is more generally held, and comes closer to the truth. Kudaa’s real name was Omar Ibn Malik; a great number of tribes draw their descent from him, such as those of Kalb, Bali, Juhaina, Ozra, etc.","والقضاعي: بضم القاف وفتح الضاد المعجمة وبعد الألف عين مهملة، هذه النسبة إلى قضاعة، ويقال: هم ابن معد بن عدنان، ويقال: هو من حمير، وهو الأكثر والأًح، واسمه عمرو بن مالك، وينسب إليه قبائل كثيرة، منها كلب وبلي وجهينة وعذرة وغيرهم."
"The Najjar (carpenter) whose name is borne by the Musalla, was a mawla to the family of Ghafik, and bore the name of Imran Ibn Musa al-Najjar: some say, however, that he was called Abu al-Tayeb Muhammad Ibn Jaafar al-Baghdadi an- Najjar, and that he bore the surname of al-Ghundar (the corpulent); he died A. H. three hundred and fifty eight (A. D. nine hundred and sixty eight or nine hundred and sixty nine), sometime previously to the arrival of the Kaid Jauhar in Egypt."," والنجار صاحب المصلى هو: عمران بن موسى النجار مولى غافق، وقيل إن النجار المذكور هو أبو الطيب محمد بن جعفر البغدادي النجار، ويعرف بغندر، وتوفي سنة ثمان وخمسين وثلثمائة قبل دخول القائد جوهر مصر، رحمه الله تعالى."
ABU ABD ALLAH AL-MASUDI.,المسعودي الفقيه
"Abu Abd Allah Muhammad Ibn Abd Allah Ibn Masud Ibn Ahmad al-Masudi, a Shafiite jurisconsult, an imam of that sect, and eminently distinguished for his talents and piety, was a native of Marw.","أبو عبد الله محمد بن عبد الله بن مسعود بن أحمد ، المسعودي الفقيه الشافعي، إمام فاضل مبرز ورع من أهل مرو."
"He studied the law under Abu Bakr al-Kaffal al-Marwazi, and wrote an excellent commentary on al-Muzani’s abridgment of the Shafiite doctrines. He taught a few traditions on the authority of his master al-Kaffal.","تفقه على أبي بكر القفال المرزوي وشرح مختصر المزني وأحسن فيه، وروى قليلا من الحديث عن أستاذه القفال."
"Al-Ghazali tells an anecdote of him in the Wasit, third chapter of the section on Faith, wherein he treats of the different modes by which perjury may be committed: speaking of a subtle question on a point of law, he says: “Question to which the pre- “ceding one gives rise.",وحكى عنه الغزالي في كتاب الوسيط في الأيمان في الباب الثالث فيما يقع به الحنث مسألة لطيفة.
"If a person sweat that he will not eat eggs, and he goes afterwards to a man and says: ‘ By Allah! I shall eat what thou hast in thy pocket!' and behold, it is an egg! 'what is to be done so as to avoid “perjury?) This question was proposed to al-Kaffal as he was seated in the chair (presiding an assembly of his pupils), but he could not find an answer to it.","فقال: فرع - لو حلف لا يأكل بيضا، ثم انتهى إلى رجل فقال: والله لآكلن ما في كمك، فإذا هو بيض، فقد سئل القفال عن هذه المسألة وهو على الكرسي فلم يحضره الجواب."
"On this, his pupil al-Masudi said: Let him have a biscuit made with the egg and cat that; he will thus have eaten what was in the man’s pocket, and not have eaten the egg.’ This answer received general approbation, and it was certainly a most ingenious solution of the difficulty.","فقال المسعودي تلميذه: يتخذ منه الناطف ويأكله، فيكون قد أكل ما في كمه ولم يأكل البيض، فاستحسن ذلك منه، وهذه الحيلة من لطائف الحيل."
”Al-Masudi died at Marw subsequently to the year four hundred and twenty (A. D. one thousand and thirty). He was called al-Masudi after his grandfather Masud.," وتوفي المسعودي المذكور سنة نيف وعشرين وأربعمائة بمرو، رحمه الله تعالى، ونسبته إلى جده مسعود."
ABU ASIM AL-ABBADI.,أبو عاصم العبادي
"The kadi Abu Asim Muhammad Ibn Ahmad Ibn Muhammad Ibu Abd Allah Ibn Abbad al-Abbadi, a native of Herat ( al-Harawi) and a doctor of the sect of al-Shafie, studied jurisprudence at Herat under the kadi Abi Mansur al-Azdi, and at Naisapur under the kadi Abu Omar al-Bastami. He then became perfectly master of a great variety of sciences, and was noted for the subtilty of his investigations.","القاضي أبو عاصم محمد بن أحمد بن محمد بن عبد الله بن عباد، العبادي الهروي الفقيه الشافعي، تفقه بهراة على القاضي أبي منصور الأزدي، وبنيسابور على القاضي أبي عمر البسطامي، وصار إماما متقنا دقيق النظر."
"In his travels to different countries he met a great number of sheikhs (masters), and received from them information.",تنقل في البلاد ولقي خلقا كثيرا من المشايخ وأخذ عنهم.
"He is the author of some useful works, such as a treatise on the duties of a kadi, the Mabsut 'extended}, the Hadi (guide) to the doctrines of the learned, a refutation of al-Samaani, and a small volume containing a classified list of jurisconsults.",وصنف كتبا نافعة: منها أدب القضاء والمبسوط والهادي إلى مذهب العلماء وكتاب الرد على السمعاني وله كتاب لطيف في طبقات الفقهاء.
"Abu Saad al-Harawi, the author of the Ishraf, or elucidation of the duties of a kadi, and of the Ghawamid al-Hukumat, or obscure judgments, drew some of his information from al-Abbadi. received and transmitted Traditions.",وعنه أخذ أبو سعد الهروي صاحب كتاب الأشراف في أدب القضاء وغوامض الحكومات وسمع الحديث ورواه.
"He died in the month of Shawwal, A. H. four hundred and fifty eight (August-Sept. A. D. one thousand and sixty six); he was born A. H. three hundred and seventy five (A. D. nine hundred and eighty five or nine hundred and eighty six).","وتوفي في شوال سنة ثمان وخمسين وأربعمائة، وكانت ولادته في سنة خمس وسبعين وثلثمائة، رحمه الله تعالى."
"Abbadi means descended from Abbad, the person whose name occurs in Abu Asim’s genealogy.","والعبادي: بفتح العين المهملة وتشديد الباء الموحدة وبعد الألف دال مهملة، هذه النسبة إلى جده عباد المذكور. "
سقط من النسخة,وقد تقدم الكلام على الهروي.
AL-KIHDRI.,الخضري
"Abu Abd Allah Muhammad Ibn Ahmad al-Khidri, a native of Marw and a doctor of the Shafiite sect, was imam and chief jurisconsult of the Shafiites in city.","أبو عبد الله محمد بن أحمد الخضري المروزي الفقيه الشافعي، إمام مرو ومقدم الفقهاء الشافعية."
"He had studied under Abu Bakr al-Farisi and was one of the most distinguished disciples of Abu Bakr al-Kaffal al-Shashi. He always continued to reside at Marw, devoting his efforts to the propagation of al-Shafie's peculiar doctrines.","صحب أبا بكر الفارسي، وكان من أعيان تلامذة أبو بكر القفال الشاشي، وأقام بمرو ناشرا فقه الشافعي."
"The retentiveness of his memory was proverbial, he possessed some points of traditional information relative to the doctrines of his sect, and of which he was the sold depository; these were transmitted down orally by the jurisconsults of Khorasan on his authority.","وكان يضرب به المثل في قوة الحفظ وقلة النسيان، وله في المذهب وجوه غريبة نقلها الخراسانيون عنه."
